Warrior,Warrior,Warrior是一个英文单词，意思是战士，勇士；鼓吹战争的人。
忠诚,忠诚,汉语词语，广义上指对所发誓效忠的对象（国家、人民、事业、上级）、朋友（盟友）、情人（爱人）或者亲人（亲戚）等真心诚意、尽心尽力，没有二心：忠诚可靠|忠诚勇敢|忠诚可靠|对祖国无限忠诚。忠诚代表着诚信、守信和服从。
新柳城,新柳城,朝阳大学旁，500万平城南生活样板区新柳城项目总体简介——生态之城/文化之城/和谐之城/魅力之城/繁荣之城500万平方米超级生活城，打造第三代城市生活样板区，铸造崭新的城市副中心新柳城项目位于辽宁省朝阳市城区南部，青龙山脚下，大凌河上游，南至朝阳大学，北临友谊大街，西至东山村，东临柳城广场，是朝阳独有的上风上水之地。项目总规划用地面积5平方公里，规划建设用地3平方公里，公园及绿化用地1000亩，道路及配套设施用地1000亩，由朝阳盘龙企业集团与北京泛华企业集团联合倾力打造。未来的新柳城将是拥有花园洋房、别墅、公寓、多层、小高层住宅和多元性会所、度假村、五星级酒店以及100万平米商业聚集区的现代新城，未来城市南部的核心区和新型的现代都市中心。
光明,光明乳业股份有限公司,光明乳业股份有限公司，成立于1996年，是由国资、社会公众资本组成的产权多元化股份制上市公司，从事乳和乳制品的开发、生产和销售，奶牛的饲养、培育，物流配送，营养保健食品开发、生产和销售等业务，是目前国内最大规模的乳制品生产、销售企业之一。光明乳业业务渊源始于1911年，经过100多年的不断发展，逐步确立以各类乳制品的开发、生产和销售为主营业务，是中国领先的高端乳品引领者。公司拥有世界一流的乳品研究院、乳品加工设备以及先进的乳品加工工艺主营产品包括新鲜牛奶、新鲜酸奶、乳酸菌饮品、常温牛奶、常温酸奶、奶粉、奶酪、黄油等多个品类。2000年，上海光明乳业有限公司完成股份制改制，并于2002年成功在上海证券交易所A股市场（代码600597）上市交易。2003年，更名为光明乳业股份有限公司。2014年光明乳业在华东地区市场占有率为22%；其中上海地区达到40%，全国排名领先。新鲜牛奶市场排名第一，占全国新鲜牛奶市场份额的51%，占华东地区市场份额的83%；新鲜酸奶在全国市场占有率为25%，占华东地区的44%；常温牛奶在全国市场占有率为1.2%，占华东地区的5.3%，占上海地区的15%。 2014年销售业绩首次突破双百亿，达到了204亿元。 
安心宝,安心宝,“安心宝”二手房交易资金委托监管业务，没有中介以及其他信用机构的参与，客户为二手房房款的安全担忧。中国银行帮客户解除后顾之忧，客户可直接向当地任意一家挂有“理想之家”品牌标识的中国银行网点申请“安心宝”二手房交易资金委托监管业务。“安心宝”二手房交易资金委托监管业务是指在二手房交易中，中国银行设立“安心宝”二手房交易资金委托监管账户，接受买卖交易双方的委托，按照国家有关法律、法规、监管要求以及当事人签署的相关协议中约定的条件和流程，完成交易资金的划转的一种信用中介服务。
百家好世,百家好世,百家好世 （BEKAHOS），浙江陆盛实业有限公司旗下家居生活品牌，致力于为消费者提供高品质、高品味、高性价比的家居用品。
海尔,海尔,海尔集团创业于1984年，是全球大型家电品牌，目前已从传统制造家电产品的企业转型为面向全社会孵化创客的平台。在互联网时代，海尔致力于成为互联网企业，颠覆传统企业自成体系的封闭系统，变成网络互联中的节点，互联互通各种资源，打造共创共赢新平台，实现攸关各方的共赢增值。 2017天猫双十一“亿元俱乐部”榜单显示，海尔位列第三名。 
万通,万通,万通作为商标出现，表示吉林万通药业集团旗下通化万通药业股份有限公司申报的一款商标。吉林万通药业集团有限公司系集医药生产、研发、销售为一体的大型现代化实业集团。集团总部座落于长白山西麓，素有“中国医药城”美誉的吉林省通化市，目前拥有总资产57亿元，拥有员工8000余人，占地面积60万平方米。
硕源,硕源,
文洁,文洁,文洁，女，汉族，前美国亚裔小姐冠军，是高凌风的第二任妻子，他们有一女儿葛晓洁。文洁曾在《烟雨蒙蒙》(1986版)中饰演方瑜，《庭院深深》(1987版)中饰演简梦珂。
淡远,淡远,淡远，汉语词汇。拼音：dànyuǎn释义：意境冲淡高远。
FML,fml,FML=FieldManipulationLanguage是字段控制语言的缩写，是TUXEDO缓冲区类型之一。
望族,望族,望族是有名望的家族。望族源于大家族或大姓人家，古人重视门第与门风，皆以先祖功绩为荣耀，激励族中子弟继祖先精神将家族发扬光大。中国最早的望族可追溯到春秋时期，如晋国六卿中的赵氏、韩氏、魏氏、智氏、范氏、中行氏六家。
XIMO,Ximo,Ximo位于马略卡岛。
马博士,马博士,马博士®，北京贝特宝科技有限公司注册商标品牌，婴幼儿游泳整体解决方案提供商，秉承“关心婴幼儿健康成长、提高中国儿童智力与体质”的理念，从事业务包括“马博士”品牌婴幼儿游泳产品研发生产和销售、马博士婴幼儿游泳馆品牌连锁经营管理以及婴幼儿早期潜能开发工程，截止2013年10月，全国范围内有数百个城市销售着马博士系列产品，开办马博士婴儿游泳馆直营店及加盟连锁店数百家，马博士系列产品更广泛应用于全国上千家妇幼保健院妇产中心、婴幼儿早教培育中心等机构，数十万家庭的新生宝宝在马博士婴儿游泳产品的“抚浴”下健康快乐得成长着。
鹤舞,鹤舞,生活在我国东北平原上的丹顶鹤每年四月初发情期间，雄鹤主动求爱，引颈耸翅，总是“嗝——嗝”地叫个不停，而雌鹤则随着翩翩起舞，报以“嗝啊——嗝啊”的回答，雄鹤、雌鹤对歌对舞，你来我往，一旦婚配成对，就偕老至终。由于在这个过程中，两只仙鹤载歌载舞，歌声悠扬，舞姿婆娑，事后两只仙鹤又能白头偕老，因此自古以来，我国特别是东北地区，把丹顶鹤择偶过程中对歌对舞看成吉兆，美其名曰“鹤舞”，学习丹顶鹤动作，与街舞动作结合，编排舞蹈宣传家乡，保护丹顶鹤“鹤舞”。
夏逸,夏逸,夏逸，本名夏明省，网络名盗帅飘香、海之泪等。网络工程师，知名网络写手，业余撰稿人，专栏作家；网易游戏频道特约撰稿人；《大话西游2》品牌栏目《西游TV》主创成员；红袖添香、烟雨红尘网站特约写手。
贝特,贝特,汉斯·贝特（HansBethe，1906年7月2日－2005年3月6日），美国物理学家，犹太人，1967年诺贝尔物理学奖获得者。贝特于1906年出生于德国的斯特拉斯堡（二战后划归法国至今）。后在法兰克福接受教育，师从物理学家索末菲(ArnoldSommerfeld)学习理论物理。为逃避纳粹迫害，贝特于1935年离开欧洲来到美国。贝特因在1938年解释了为什么恒星能够在长时间里向外释放如此之多的能量而获得诺贝尔奖。他对问题采取刨根问底的研究方法，有“战舰”的昵称。
云樽,云樽,云樽是一个汉语词语，是指有云雷纹饰的酒器。出自《论衡·乱龙》。
今上,今上,今上，是词语，释义指的是当朝皇帝。
瑞拉,瑞拉,瑞拉属植物界，蔷薇属，是观赏植物，通过天然杂交经选育而获得。
克林莱,克林莱,韩国克林莱（CLEANWRAP）成立于1983年，是一家国际领先的LLD-PE（线型低密度聚乙烯）食品保鲜膜生产企业，秉承“值得顾客信赖的厨房生活用品专家”的理念，打造出了一些列“克林莱特色”产品。公司在生产出世界上最早的无毒性保鲜膜之后，更是研发了密实袋，保鲜袋，一次性PE手套，橡胶手套，厨房用品等约70多个系列，400个规格的多样化的生活用品。多年的苦心经营和付出，克林莱以美好的经营理念、忠实的服务态度、严谨的管理体制在韩国市场赢得了“克林莱家庭用品第一品牌”的殊荣，产品知名度、信任难度、美誉度都得到了社会的认可。
PHILIPPI,Philippi,1992年成立于德国汉堡，由6位杰出的欧洲设计师组成。作品结合艺术与现代实用空间，简约、细致、美观和实用的手法，赋予极富个性的生命力。
图拉,图拉,图拉州位于东欧平原中部、中俄罗斯丘陵（高度达293米）北部。其南部和东南部与利佩茨克州接壤，西南部与奥廖尔俄罗斯联邦图拉州旗帜州交界，西部和西北部与卡卢加州交界，北部和东北部与莫斯科州接壤，东部与梁赞州毗邻。
月娥,月娥,月娥，明朝烈女，西域人，元武昌尹职马禄丁女。
佛山照明,佛山照明,佛山照明，即佛山电器照明股份有限公司，是由佛山市电器照明公司、南海市务庄彩釉砖厂、佛山市鄱阳印刷实业公司共同发起，经广东省企业股份制试点联审小组、广东省经济体制改革委员会批准，通过定向募集方式设立的由法人与自然人混合持股的股份有限公司，成立于1992年10月20日。1993年10月，经中国证监会批准，公司公开发行社会公众股(A股)1930万股，并于1993年11月23日在深圳证券交易所挂牌交易。1995年7月23日，公司获准发行5000万股B股，并获准上市交易。
斯图,斯图,斯图原名达内尔·西图DarnelSitu，是一名后卫，现在效力于斯旺西城足球俱乐部。
凤之舞,凤之舞,《凤之舞》 ，是书旗小说网的原创作家“琉璃易碎，伤梦”的原创玄幻小说。
3M,3M公司,3M公司全称MinnesotaMiningandManufacturing（明尼苏达矿务及制造业公司），创建于1902年，总部设在美国明尼苏达州的圣保罗市，是世界著名的产品多元化跨国企业。3M是全球性的多元化科技企业，创建于1902年，素以勇于创新、产品繁多著称于世，生产数以万计的创新产品，在医疗产品、高速公路安全、办公文教产品、光学产品等核心市场占据领导地位。3M为全球近200多个国家的客户提供产品及服务，其产品已深入人们的生活，从家庭用品到医疗用品，从运输、建筑到商业、教育和电子、通信等各个领域，极大地改变了人们的生活和工作方式。
好管家,好管家,《好管家》是2010年6月由中国商务出版社出版的图书，作者是《时尚》杂志社。
木芙蓉,木芙蓉,木芙蓉（HibiscusmutabilisLinn.）又名芙蓉花、拒霜花、木莲、地芙蓉、华木，原产中国。其喜温暖、湿润环境，不耐寒，忌干旱，耐水湿。对土壤要求不高，瘠薄土地亦可生长。为锦葵科、木槿属落叶灌木或小乔木。花于枝端叶腋间单生。花、叶均可入药，有清热解毒，消肿排脓，凉血止血之效。木芙蓉还是成都市市花，其花语为纤细之美，贞操，纯洁。
